Ticker,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,JNJ,JNJ,JNJ,JPM,JPM,JPM,META,META,META,MSFT,MSFT,MSFT,NVDA,NVDA,NVDA,TSLA,TSLA,TSLA
Price,Adj Close,Close,Volume,Adj Close,Close,Volume,Adj Close,Close,Volume,Adj Close,Close,Volume,Adj Close,Close,Volume,Adj Close,Close,Volume,Adj Close,Close,Volume,Adj Close,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-24,140.15130615234375,142.52999877929688,66435100,96.31999969482422,96.31999969482422,66929500,152.82473754882812,168.30999755859375,10541800,128.29652404785156,138.4499969482422,6945000,142.02545166015625,143.13999938964844,21970200,235.84986877441406,242.0399932861328,40234400,19.244693756103516,19.264999389648438,496204000,143.88999938964844,143.88999938964844,158699100
2023-01-25,139.49249267578125,141.86000061035156,65799300,97.18000030517578,97.18000030517578,94261600,153.91436767578125,169.50999450683594,7099800,128.9173583984375,139.1199951171875,8967000,140.3982391357422,141.5,26622000,234.45645141601562,240.61000061035156,66526600,19.302631378173828,19.322999954223633,449537000,144.42999267578125,144.42999267578125,192734300
2023-01-26,141.55747985839844,143.9600067138672,54105100,99.22000122070312,99.22000122070312,68523600,153.3513946533203,168.88999938964844,6946100,129.7142791748047,139.97999572753906,7487600,146.153076171875,147.3000030517578,25482100,241.65748596191406,248.0,33454500,19.781124114990234,19.802000045776367,489535000,160.27000427246094,160.27000427246094,234815100
2023-01-27,143.49456787109375,145.92999267578125,70555800,102.23999786376953,102.23999786376953,87775600,152.7521209716797,168.22999572753906,6058100,130.02935791015625,140.32000732421875,7489900,150.55850219726562,151.74000549316406,35771900,241.81338500976562,248.16000366210938,26498900,20.343530654907227,20.364999771118164,542142000,177.89999389648438,177.89999389648438,306590600
2023-01-30,140.61349487304688,143.0,64015300,100.55000305175781,100.55000305175781,70691900,147.0952911376953,162.0,23259100,128.9266357421875,139.1300048828125,6729300,145.91493225097656,147.05999755859375,28040100,236.50274658203125,242.7100067138672,25867400,19.141799926757812,19.16200065612793,488611000,166.66000366210938,166.66000366210938,230878800
2023-01-31,141.88194274902344,144.2899932861328,65874500,103.12999725341797,103.12999725341797,66527300,148.38467407226562,163.4199981689453,11612500,129.6957550048828,139.9600067138672,9188700,147.81007385253906,148.97000122070312,29842100,241.47227478027344,247.80999755859375,26541100,19.516408920288086,19.53700065612793,498017000,173.22000122070312,173.22000122070312,196813500
2023-02-01,143.0029296875,145.42999267578125,77663600,105.1500015258789,105.1500015258789,80450100,149.7466278076172,164.9199981689453,9865300,129.35287475585938,139.58999633789062,8841800,151.92774963378906,153.1199951171875,55661000,246.28599548339844,252.75,31259900,20.920923233032227,20.94300079345703,660477000,181.41000366210938,181.41000366210938,213806300
2023-02-02,148.30300903320312,150.82000732421875,118339000,112.91000366210938,112.91000366210938,158154200,150.30960083007812,165.5399932861328,10099000,128.7505645751953,138.94000244140625,11822100,187.30015563964844,188.77000427246094,150475700,257.8329162597656,264.6000061035156,39940400,21.686115264892578,21.708999633789062,564276000,188.27000427246094,188.27000427246094,217448300
2023-02-03,151.92156982421875,154.5,154357300,103.38999938964844,103.38999938964844,144374800,149.46519470214844,164.61000061035156,6868500,130.7428741455078,141.08999633789062,11501200,185.07760620117188,186.52999877929688,76809700,251.74278259277344,258.3500061035156,29077300,21.077760696411133,21.100000381469727,429366000,189.97999572753906,189.97999572753906,232662000
2023-02-06,149.19775390625,151.72999572753906,69858300,102.18000030517578,102.18000030517578,81945200,148.33016967773438,163.36000061035156,7021000,131.5120086669922,141.9199981689453,8406200,184.6112518310547,186.05999755859375,42483800,250.20318603515625,256.7699890136719,22518000,21.0667724609375,21.089000701904297,452197000,194.75999450683594,194.75999450683594,186188100
2023-02-07,152.0690155029297,154.64999389648438,83322600,102.11000061035156,102.11000061035156,119501300,148.36647033691406,163.39999389648438,7310800,133.11512756347656,143.64999389648438,10447900,190.12796020507812,191.6199951171875,47080700,260.7171630859375,267.55999755859375,50841400,22.149627685546875,22.17300033569336,664150000,196.80999755859375,196.80999755859375,186010300
2023-02-08,149.38462829589844,151.9199981689453,64120100,100.05000305175781,100.05000305175781,75878300,148.55718994140625,163.61000061035156,6054700,132.17921447753906,142.63999938964844,6958000,182.00172424316406,183.42999267578125,36139100,259.9084777832031,266.7300109863281,54686000,22.181594848632812,22.204999923706055,559651000,201.2899932861328,201.2899932861328,180673600
2023-02-09,148.35214233398438,150.8699951171875,56007100,98.23999786376953,98.23999786376953,64622500,146.55050659179688,161.39999389648438,7949500,130.1220245361328,140.4199981689453,6443100,176.53463745117188,177.9199981689453,37118800,256.87799072265625,263.6199951171875,42375100,22.31345558166504,22.336999893188477,523876000,207.32000732421875,207.32000732421875,215431400
2023-02-10,148.7165069580078,151.00999450683594,57450700,97.61000061035156,97.61000061035156,52740100,147.23150634765625,162.14999389648438,7028000,130.696533203125,141.0399932861328,6582900,172.7939910888672,174.14999389648438,33433600,256.3712463378906,263.1000061035156,25818500,21.242584228515625,21.264999389648438,550737000,196.88999938964844,196.88999938964844,204754100
2023-02-13,151.5133819580078,153.85000610351562,62199000,99.54000091552734,99.54000091552734,52841500,147.7762908935547,162.75,6414700,132.11436462402344,142.57000732421875,7134600,178.0328826904297,179.42999267578125,31463200,264.3810729980469,271.32000732421875,44630900,21.765029907226562,21.788000106811523,474919000,194.63999938964844,194.63999938964844,172475500
2023-02-14,150.873291015625,153.1999969482422,61707600,99.69999694824219,99.69999694824219,56202900,147.131591796875,162.0399932861328,6316000,132.69815063476562,143.1999969482422,9249400,178.08250427246094,179.47999572753906,24034600,265.2093505859375,272.1700134277344,37047900,22.9467830657959,22.97100067138672,675474000,209.25,209.25,216455700
2023-02-15,152.9709014892578,155.3300018310547,65573800,101.16000366210938,101.16000366210938,47957600,144.707275390625,159.3699951171875,12621800,133.254150390625,143.8000030517578,6728300,175.78057861328125,177.16000366210938,25308900,263.0895080566406,269.32000732421875,28922400,22.740001678466797,22.763999938964844,420575000,214.24000549316406,214.24000549316406,181006400
2023-02-16,151.37550354003906,153.7100067138672,68167900,98.1500015258789,98.1500015258789,56339200,143.6812286376953,158.24000549316406,11177000,131.41934204101562,141.82000732421875,8165300,171.09732055664062,172.44000244140625,25827500,256.08538818359375,262.1499938964844,29603600,21.978809356689453,22.00200080871582,412026000,202.0399932861328,202.0399932861328,229586500
2023-02-17,150.23313903808594,152.5500030517578,59144100,97.19999694824219,97.19999694824219,60029400,146.680908203125,160.38999938964844,12401900,131.80856323242188,142.24000549316406,7948800,171.5338897705078,172.8800048828125,24171300,252.08999633789062,258.05999755859375,30000100,21.36545181274414,21.38800048828125,465888000,208.30999755859375,208.30999755859375,213738500
2023-02-21,146.22494506835938,148.47999572753906,58867200,94.58000183105469,94.58000183105469,56580400,144.49517822265625,158.0,9423900,129.3899688720703,139.6300048828125,9996300,170.74012756347656,172.0800018310547,34592600,246.82469177246094,252.6699981689453,28397400,20.633228302001953,20.655000686645508,410015000,197.3699951171875,197.3699951171875,180018600
2023-02-22,146.64845275878906,148.91000366210938,51011300,95.79000091552734,95.79000091552734,59534100,144.2939910888672,157.77999877929688,9820200,128.39840698242188,138.55999755859375,11107500,169.78759765625,171.1199951171875,22433200,245.69155883789062,251.50999450683594,22491100,20.732118606567383,20.753999710083008,513184000,200.86000061035156,200.86000061035156,191828500
2023-02-23,147.1309814453125,149.39999389648438,48394200,95.81999969482422,95.81999969482422,48467000,144.24822998046875,157.72999572753906,9385100,129.42703247070312,139.6699981689453,8068000,170.70042419433594,172.0399932861328,20017800,248.87612915039062,254.77000427246094,29219100,23.639053344726562,23.663999557495117,1117995000,202.07000732421875,202.07000732421875,146360000
2023-02-24,144.48182678222656,146.7100067138672,55469600,93.5,93.5,57053800,142.63868713378906,155.97000122070312,8689700,130.5946044921875,140.92999267578125,9126900,169.0632781982422,170.38999938964844,19791300,243.4545135498047,249.22000122070312,24990900,23.261451721191406,23.285999298095703,589716000,196.8800048828125,196.8800048828125,142228100
2023-02-27,145.6734619140625,147.9199981689453,44998500,93.76000213623047,93.76000213623047,47470300,142.32777404785156,155.6300048828125,7267100,131.7344207763672,142.16000366210938,10014700,168.21990966796875,169.5399932861328,19277000,244.37278747558594,250.16000366210938,21190000,23.476226806640625,23.500999450683594,452994000,207.6300048828125,207.6300048828125,161028300
2023-02-28,145.17120361328125,147.41000366210938,50547000,94.2300033569336,94.2300033569336,43959300,140.1603240966797,153.25999450683594,9062300,132.83714294433594,143.35000610351562,11019800,173.5778350830078,174.94000244140625,46051100,243.64988708496094,249.4199981689453,22491000,23.191524505615234,23.215999603271484,455963000,205.7100067138672,205.7100067138672,153144900
2023-03-01,143.10308837890625,145.30999755859375,55479000,92.16999816894531,92.16999816894531,52299500,139.52931213378906,152.57000732421875,6767000,132.09580993652344,142.5500030517578,7139200,172.0697021484375,173.4199981689453,30998400,240.57276916503906,246.27000427246094,27565300,22.674074172973633,22.697999954223633,460026000,202.77000427246094,202.77000427246094,156852800
2023-03-02,143.6939697265625,145.91000366210938,52238100,92.12999725341797,92.12999725341797,55509400,139.41957092285156,152.4499969482422,8762500,130.72433471679688,141.07000732421875,11106800,173.17103576660156,174.52999877929688,17352000,245.30079650878906,251.11000061035156,24808200,23.289426803588867,23.31399917602539,389415000,190.89999389648438,190.89999389648438,181500700
2023-03-03,148.7362060546875,151.02999877929688,70732300,94.9000015258789,94.9000015258789,55759600,140.85536193847656,154.02000427246094,5747200,133.12442016601562,143.66000366210938,9513100,183.8075714111328,185.25,45877700,249.38409423828125,255.2899932861328,30760100,23.86481475830078,23.889999389648438,412393000,197.7899932861328,197.7899932861328,154193300
2023-03-06,151.49371337890625,153.8300018310547,87558000,93.75,93.75,52112400,142.26373291015625,155.55999755859375,8148200,132.34603881835938,142.82000732421875,9261300,183.4602813720703,184.89999389648438,33209400,250.92755126953125,256.8699951171875,24109800,23.529170989990234,23.554000854492188,437429000,193.80999755859375,193.80999755859375,128100100
